	version_1	version_2	version_3
38120	8357.t01599	9637.t01602	11681.t01682
38121	8357.t01600	9637.t01603	11681.t01683
38122	8357.t01601	9637.t01604	11681.t01684
38123	8357.t01602	9637.t01605	11681.t01685
38124	8357.t01603	9637.t01606	11681.t01686
38125	8357.t01604	9637.t01607	11681.t01687
38126	8357.t01605	9637.t01608	11681.t01688
38127	8357.t01606	9637.t01609	11681.t01689
38128	8357.t01607	9637.t01610	11681.t01690
38129	8357.t01608	9637.t01611	11681.t01691
38130	8357.t01609	9637.t01612	11681.t01692
38131	8357.t01610	9637.t01613	11681.t01693
38132	8357.t01611	9637.t01614	11681.t01694
38133	8357.t01612	9637.t01615	11681.t01695
38134	8357.t01613	9637.t01616	11681.t01696
38135	8357.t01614	9637.t01617	11681.t01697
38136	8357.t01615	9637.t01618	11681.t01698
38137	8357.t01616	9637.t01619	11681.t01699
38138	8357.t01617	9637.t01620	11681.t01700
38139	8357.t01618	9637.t01621	11681.t01701
38140	8357.t01619	9637.t01622	11681.t01702
38141	8357.t01620	9637.t01623	11681.t01703
38142	8357.t01621	9637.t01624	11681.t01704
38143	8357.t01622	9637.t01625	11681.t01705
38144	8357.t01623	9637.t01626	11681.t01706
38145	8357.t01624	9637.t01627	11681.t01707
38146	8357.t01625	9637.t01628	11681.t01708
38147	8357.t01627	9637.t01631	11681.t01710
38148	8357.t01628	9637.t01632	11681.t01711
38149	8357.t01629	9637.t01633	11681.t01712
38150	8357.t01630	9637.t01634	11681.t01713
38151	8357.t01631	9637.t01635	11681.t01714
38152	8357.t01632	9637.t01636	11681.t01715
38153	8357.t01633	9637.t01637	11681.t01716
38154	8357.t01634	9637.t01638	11681.t01717
38155	8357.t01635	9637.t01639	11681.t01718
38156	8357.t01636		
38157	8357.t01637		
38158	8357.t01638	9637.t01642	11681.t01720
38159	8357.t01639	9637.t01643	11681.t01721
38160	8357.t01640	9637.t01644	11681.t01722
38161	8357.t01641	9637.t01645	11681.t01723
38162	8357.t01642	9637.t01646	11681.t01724
38163	8357.t01643	9637.t01647	11681.t01725
38164	8357.t01644	9637.t01648	11681.t01726
38165	8357.t01645	9637.t01649	
38166	8357.t01646	9637.t01650	
38167	8357.t01647	9637.t01651	11681.t01728
38168	8357.t01648	9637.t01652	11681.t01729
38169	8357.t01649	9637.t01653	11681.t01731
38170	8357.t01650	9637.t01654	11681.t01732
38171	8357.t01651	9637.t01655	11681.t01733
38172	8357.t01652	9637.t01656	11681.t01734
38173	8357.t01653	9637.t01657	11681.t01735
38174	8357.t01654	9637.t01658	11681.t01736
38175	8357.t01655	9637.t01659	11681.t01737
38176	8357.t01656	9637.t01660	11681.t01738
38177	8357.t01657	9637.t01661	11681.t01739
38178	8357.t01658	9637.t01662	
38179	8357.t01659	9637.t01663	11681.t01740
38180	8357.t01660	9637.t01664	11681.t01741
38181	8357.t01661	9637.t01665	11681.t01742
38182	8357.t01662	9637.t01666	11681.t01743
38183	8357.t01663	9637.t01667	11681.t01744
38184	8357.t01664	9637.t01668	11681.t01745
38185	8357.t01665	9637.t01669	11681.t01746
38186	8357.t01666	9637.t01670	11681.t01747
38187	8357.t01667	9637.t01671	11681.t01748
38188	8357.t01668	9637.t01672	11681.t01749
38189	8357.t01669	9637.t01673	11681.t01750
38190	8357.t01670	9637.t01674	11681.t01751
38191	8357.t01671	9637.t01675	11681.t01752
38192	8357.t01672	9637.t01676	11681.t01753
38193	8357.t01673	9637.t01677	
38194	8357.t01674	9637.t01678	11681.t01754
38195	8357.t01675	9637.t01679	11681.t01755
38196	8357.t01676	9637.t01680	11681.t01756
38197	8357.t01677	9637.t01681	11681.t01757
38198	8357.t01678	9637.t01682	11681.t01758
38199	8357.t01679	9637.t01683	11681.t01759
38200	8357.t01680	9637.t01684	11681.t01760
38201	8357.t01681	9637.t01685	11681.t01761
38202	8357.t01682	9637.t01686	11681.t01762
38203	8357.t01683	9637.t01687	11681.t01763
38204	8357.t01684	9637.t01688	11681.t01764
38205	8357.t01685	9637.t01689	11681.t01765
38206	8357.t01686	9637.t01690	11681.t01766
38207	8357.t01687	9637.t01691	11681.t01768
38208	8357.t01688	9637.t01692	11681.t01769
38209	8357.t01689	9637.t01693	11681.t01770
38210	8357.t01690	9637.t01694	11681.t01771
38211	8357.t01691	9637.t01695	11681.t01772
38212	8357.t01692	9637.t01696	
38213	8357.t01693	9637.t01697	11681.t01773
38214	8357.t01694	9637.t01698	11681.t01774
38215	8357.t01695	9637.t01699	11681.t01775
38216	8357.t01696	9637.t01700	11681.t01776
38217	8357.t01697	9637.t01701	11681.t01777
38218	8357.t01699	9637.t01703	11681.t01778
38219	8357.t01700	9637.t01704	11681.t01779
38220	8357.t01701	9637.t01705	11681.t01780
38221	8357.t01702	9637.t01706	11681.t01781
38222	8357.t01703	9637.t01707	11681.t01782
38223	8357.t01704	9637.t01708	11681.t01783
38224	8357.t01705	9637.t01709	11681.t01784
38225	8357.t01706	9637.t01710	11681.t01785
38226	8357.t01707	9637.t01711	11681.t01786
38227	8357.t01708	9637.t01712	11681.t01787
38228	8357.t01709	9637.t01713	11681.t01788
38229	8357.t01710	9637.t01714	11681.t01789
38230	8357.t01711	9637.t01715	11681.t01790
38231	8357.t01712	9637.t01716	11681.t01791
38232	8357.t01713	9637.t01717	11681.t01792
38233	8357.t01714	9637.t01718	
38234	8357.t01715	9637.t01719	11681.t01793
38235	8357.t01716	9637.t01720	11681.t01794
38236	8357.t01717	9637.t01721	11681.t01795
38237	8357.t01719	9637.t01723	11681.t01796
38238	8357.t01720	9637.t01724	11681.t01797
38239	8357.t01721	9637.t01725	11681.t01798
38240	8357.t01722	9637.t01726	11681.t01799
38241	8357.t01723	9637.t01727	11681.t01800
38242	8357.t01724	9637.t01728	11681.t01801
38243	8357.t01725	9637.t01729	11681.t01802
38244	8357.t01726	9637.t01730	11681.t01803
38245	8357.t01727	9637.t01731	11681.t01804
38246	8357.t01728	9637.t01732	11681.t01805
38247	8357.t01729	9637.t01733	11681.t01806
38248	8357.t01730	9637.t01734	11681.t01807
38249	8357.t01731	9637.t01735	11681.t01808
38250	8357.t01732	9637.t01736	11681.t01809
38251	8357.t01733	9637.t01737	11681.t01810
38252	8357.t01734	9637.t01738	11681.t01811
38253	8357.t01735	9637.t01739	11681.t01812
38254	8357.t01736	9637.t01740	11681.t01813
38255	8357.t01737	9637.t01741	11681.t01814
38256	8357.t01738	9637.t01742	11681.t01815
38257	8357.t01739	9637.t01743	11681.t01816
38258	8357.t01740	9637.t01744	11681.t01817
38259	8357.t01741	9637.t01745	11681.t01818
38260	8357.t01742	9637.t01746	11681.t01819
38261	8357.t01743	9637.t01747	11681.t01820
38262	8357.t01744	9637.t01748	11681.t01821
38263	8357.t01745	9637.t01749	11681.t01822
38264	8357.t01746	9637.t01750	11681.t01823
38265	8357.t01747	9637.t01751	11681.t01824
38266	8357.t01748	9637.t01752	11681.t01825
38267	8357.t01749	9637.t01753	11681.t01826
38268	8357.t01750	9637.t01754	11681.t01827
38269	8357.t01751	9637.t01755	11681.t01828
38270	8357.t01752	9637.t01756	11681.t01829
38271	8357.t01753	9637.t01757	11681.t01830
38272	8357.t01754	9637.t01758	11681.t01831
38273	8357.t01755	9637.t01759	11681.t01832
38274	8357.t01756	9637.t01760	11681.t01833
38275	8357.t01757	9637.t01761	11681.t01834
38276	8357.t01758	9637.t01762	11681.t01835
38277	8357.t01759	9637.t01763	11681.t01836
38278	8357.t01760	9637.t01764	11681.t01837
38279	8357.t01761	9637.t01765	11681.t01838
38280	8357.t01762	9637.t01766	11681.t01839
38281	8357.t01763	9637.t01767	11681.t01840
38282	8357.t01764	9637.t01768	11681.t01841
38283	8357.t01765	9637.t01769	11681.t01842
38284	8357.t01766	9637.t01770	11681.t01843
38285	8357.t01767	9637.t01771	11681.t01844
38286	8357.t01768	9637.t01772	11681.t01845
38287	8357.t01769	9637.t01773	11681.t01846
38288	8357.t01770	9637.t01774	11681.t01847
38289	8357.t01771	9637.t01775	11681.t01848
38290	8357.t01772	9637.t01776	11681.t01849
38291	8357.t01773	9637.t01777	11681.t01850
38292	8357.t01774	9637.t01778	11681.t01851
38293	8357.t01775	9637.t01779	11681.t01852
38294	8357.t01776	9637.t01780	11681.t01853
38295	8357.t01777	9637.t01781	11681.t01854
38296	8357.t01778	9637.t01782	11681.t01855
38297	8357.t01779	9637.t01783	11681.t01856
38298	8357.t01780	9637.t01784	
38299	8357.t01781	9637.t01785	
38300	8357.t01782	9637.t01786	11681.t01858
38301	8357.t01783	9637.t01787	11681.t01859
38302	8357.t01784	9637.t01788	11681.t01860
38303	8357.t01785	9637.t01789	11681.t01861
38304	8357.t01786	9637.t01790	11681.t01862
38305	8357.t01793	9637.t01797	
38306	8357.t01794	9637.t01798	11681.t01869
38307	8357.t01795	9637.t01799	11681.t01870
38308	8357.t01796	9637.t01800	11681.t01871
38309	8357.t01797	9637.t01801	11681.t01872
38310	8357.t01798	9637.t01802	11681.t01873
38311	8357.t01799	9637.t01803	11681.t01874
38312	8357.t01800	9637.t01804	11681.t01875
38313	8357.t01801	9637.t01805	11681.t01876
38314	8357.t01802	9637.t01806	11681.t01877
38315	8357.t01803	9637.t01807	11681.t01878
38316	8357.t01804	9637.t01808	11681.t01879
38317	8357.t01805	9637.t01809	11681.t01880
38318	8357.t01806	9637.t01810	11681.t01881
38319	8357.t01807	9637.t01811	11681.t01882
38320	8357.t01808	9637.t01812	11681.t01883
38321	8357.t01809	9637.t01813	11681.t01884
38322	8357.t01810	9637.t01814	11681.t01885
38323	8357.t01811	9637.t01815	11681.t01886
38324	8357.t01812	9637.t01816	11681.t01887
38325	8357.t01813	9637.t01817	11681.t01888
38326	8357.t01814	9637.t01818	11681.t01889
38327	8357.t01815	9637.t01819	11681.t01890
38328	8357.t01816	9637.t01820	11681.t01891
38329	8357.t01817	9637.t01821	11681.t01892
38330	8357.t01818	9637.t01822	11681.t01893
38331	8357.t01819	9637.t01823	11681.t01894
38332	8357.t01820	9637.t01824	11681.t01895
38333	8357.t01821	9637.t01825	11681.t01896
38334	8357.t01822	9637.t01826	11681.t01898
38335	8357.t01823	9637.t01827	11681.t01899
38336	8357.t01824	9637.t01828	11681.t01900
38337	8357.t01825	9637.t01829	11681.t01901
38338	8357.t01826	9637.t01830	11681.t01902
38339	8357.t01827	9637.t01831	11681.t01903
38340	8357.t01828	9637.t01832	11681.t01904
38341	8357.t01829	9637.t01833	11681.t01905
38342	8357.t01830	9637.t01834	
38343	8357.t01831	9637.t01835	11681.t01906
38344	8357.t01832	9637.t01836	11681.t01907
38345	8357.t01833	9637.t01837	11681.t01908
38346	8357.t01835	9637.t01839	11681.t01909
38347	8357.t01836	9637.t01840	11681.t01911
38348	8357.t01837	9637.t01841	11681.t01912
38349	8357.t01838	9637.t01842	
38350	8357.t01839	9637.t01843	11681.t01913
38351	8357.t01840	9637.t01844	11681.t01914
38352	8357.t01841	9637.t01845	11681.t01915
38353	8357.t01842	9637.t01846	11681.t01916
38354	8357.t01843	9637.t01847	11681.t01917
38355	8357.t01844	9637.t01848	11681.t01919
38356	8357.t01845	9637.t01849	11681.t01920
38357	8357.t01846	9637.t01850	11681.t01921
38358	8357.t01848	9637.t01852	11681.t01922
38359	8357.t01849	9637.t01853	11681.t01923
38360	8357.t01850	9637.t01854	11681.t01924
38361	8357.t01851	9637.t01855	
38362	8357.t01852	9637.t01856	11681.t01925
38363	8357.t01853	9637.t01857	11681.t01926
38364	8357.t01854	9637.t01858	11681.t01927
38365	8357.t01855	9637.t01859	11681.t01928
38366	8357.t01856	9637.t01860	11681.t01929
38367	8357.t01857	9637.t01861	11681.t01930
38368	8357.t01858	9637.t01862	11681.t01931
38369	8357.t01859	9637.t01863	11681.t01932
38370	8357.t01860	9637.t01864	11681.t01933
38371	8357.t01861	9637.t01865	11681.t01934
38372	8357.t01862	9637.t01866	11681.t01935
38373	8357.t01863	9637.t01867	11681.t01936
38374	8357.t01864	9637.t01868	11681.t01937
38375	8357.t01865	9637.t01869	11681.t01938
38376	8357.t01866	9637.t01870	11681.t01939
38377	8357.t01867	9637.t01871	11681.t01940
38378	8357.t01868	9637.t01872	11681.t01941
38379	8357.t01869	9637.t01873	11681.t01942
38380	8357.t01870	9637.t01874	11681.t01943
38381	8357.t01871	9637.t01875	11681.t01944
38382	8357.t01872	9637.t01876	11681.t01945
38383	8357.t01873	9637.t01877	11681.t01946
38384	8357.t01874	9637.t01878	11681.t01947
38385	8357.t01875	9637.t01879	11681.t01948
38386	8357.t01876	9637.t01880	11681.t01949
38387	8357.t01877	9637.t01881	11681.t01950
38388	8357.t01878	9637.t01882	11681.t01951
38389	8357.t01879	9637.t01883	11681.t01952
38390	8357.t01880	9637.t01884	11681.t01953
38391	8357.t01881	9637.t01885	11681.t01954
38392	8357.t01882	9637.t01886	11681.t01955
38393	8357.t01883	9637.t01887	11681.t01956
38394	8357.t01884	9637.t01888	11681.t01957
38395	8357.t01885	9637.t01889	11681.t01958
38396	8357.t01886	9637.t01890	11681.t01959
38397	8357.t01887	9637.t01891	11681.t01960
38398	8357.t01888	9637.t01892	11681.t01961
38399	8357.t01889	9637.t01893	11681.t01962
38400	8357.t01890	9637.t01894	11681.t01963
38401	8357.t01891	9637.t01895	
38402	8357.t01892	9637.t01896	11681.t01964
38403	8357.t01893	9637.t01897	11681.t01965
38404	8357.t01894	9637.t01898	11681.t01966
38405	8357.t01895	9637.t01899	11681.t01967
38406	8357.t01896	9637.t01900	11681.t01968
38407	8357.t01897	9637.t01901	11681.t01969
38408	8357.t01898	9637.t01902	11681.t01970
38409	8357.t01899	9637.t01903	11681.t01971
38410	8357.t01900	9637.t01904	11681.t01972
38411	8357.t01901	9637.t01905	11681.t01973
38412	8357.t01902	9637.t01906	
38413	8357.t01903	9637.t01907	11681.t01974
38414	8357.t01904	9637.t01908	11681.t01975
38415	8357.t01905	9637.t01909	11681.t01976
38416	8357.t01906	9637.t01910	11681.t01977
38417	8357.t01907	9637.t01911	11681.t01978
38418	8357.t01908	9637.t01912	11681.t01979
38419	8357.t01909	9637.t01913	11681.t01980
38420	8357.t01910	9637.t01914	11681.t01981
38421	8357.t01911	9637.t01915	11681.t01982
38422	8357.t01912	9637.t01916	11681.t01983
38423	8357.t01913	9637.t01917	11681.t01984
38424	8357.t01914	9637.t01918	11681.t01985
38425	8357.t01915	9637.t01919	
38426	8357.t01916	9637.t01920	
38427	8357.t01917	9637.t01921	
38428	8357.t01918	9637.t01922	
38429	8357.t01919	9637.t01923	
38430	8357.t01920	9637.t01924	
38431	8357.t01921	9637.t01925	
38432	8357.t01922	9637.t01926	
38433	8357.t01923	9637.t01927	
38434	8357.t01924	9637.t01928	
38435	8357.t01925	9637.t01929	
38436	8357.t01926	9637.t01930	11681.t01996
38437	8357.t01927	9637.t01931	
38438	8357.t01928	9637.t01932	11681.t01997
38439	8357.t01929	9637.t01933	11681.t01998
38440	8357.t01930	9637.t01934	11681.t01999
38441	8357.t01931	9637.t01935	11681.t02000
38442	8357.t01932	9637.t01936	11681.t02001
38443	8357.t01933	9637.t01937	11681.t02002
38444	8357.t01934	9637.t01938	
38445	8357.t01935	9637.t01939	11681.t02003
38446	8357.t01936	9637.t01940	11681.t02004
38447	8357.t01937	9637.t01941	11681.t02005
38448	8357.t01938	9637.t01942	11681.t02006
38449	8357.t01939	9637.t01943	
38450	8357.t01940	9637.t01944	11681.t02007
38451	8357.t01941	9637.t01946	
38452	8357.t01942	9637.t01947	11681.t02016
38453	8357.t01943	9637.t01948	11681.t02017
38454	8357.t01944	9637.t01949	11681.t02018
38455	8357.t01945	9637.t01950	11681.t02019
38456	8357.t01946	9637.t01951	11681.t02020
38457	8357.t01947	9637.t01952	11681.t02021
38458	8357.t01948	9637.t01953	11681.t02022
38459	8357.t01949	9637.t01954	11681.t02023
38460	8357.t01950	9637.t01955	11681.t02024
38461	8357.t01951	9637.t01956	11681.t02025
38462	8357.t01952	9637.t01957	
38463	8357.t01953	9637.t01958	11681.t02026
38464	8357.t01954	9637.t01959	11681.t02027
38465	8357.t01955	9637.t01960	11681.t02028
38466	8357.t01956	9637.t01961	11681.t02029
38467	8357.t01957	9637.t01962	11681.t02030
38468	8357.t01958	9637.t01963	11681.t02031
38469	8357.t01959	9637.t01964	11681.t02032
38470	8357.t01960	9637.t01965	11681.t02033
38471	8357.t01961	9637.t01966	11681.t02034
38472	8357.t01962	9637.t01967	
38473	8357.t01963	9637.t01968	11681.t02035
38474	8357.t01964	9637.t01969	11681.t02036
38475	8357.t01965	9637.t01970	11681.t02037
38476	8357.t01966	9637.t01971	11681.t02038
38477	8357.t01967	9637.t01972	11681.t02039
38478	8357.t01968	9637.t01973	11681.t02040
38479	8357.t01969	9637.t01974	11681.t02041
38480	8357.t01970	9637.t01975	11681.t02042
38481	8357.t01971	9637.t01976	11681.t02043
38482	8357.t01972	9637.t01977	11681.t02044
38483	8357.t01973	9637.t01978	11681.t02045
38484	8357.t01974	9637.t01979	11681.t02046
38485	8357.t01975	9637.t01980	11681.t02047
38486	8357.t01976	9637.t01981	11681.t02048
38487	8357.t01977	9637.t01982	11681.t02049
38488	8357.t01978	9637.t01983	
38489	8357.t01979	9637.t01984	11681.t02050
38490	8357.t01980	9637.t01985	11681.t02051
38491	8357.t01981	9637.t01986	11681.t02052
38492	8357.t01982	9637.t01987	11681.t02053
38493	8357.t01983	9637.t01988	11681.t02054
38494	8357.t01984	9637.t01989	
38495	8357.t01985	9637.t01990	11681.t02055
38496	8357.t01986	9637.t01991	11681.t02056
38497	8357.t01987	9637.t01992	11681.t02057
38498	8357.t01988	9637.t01993	11681.t02058
38499	8357.t01989	9637.t01994	11681.t02059
38500	8357.t01990	9637.t01995	
38501	8357.t01991	9637.t01996	11681.t02060
38502	8357.t01992	9637.t01997	11681.t02061
38503	8357.t01993	9637.t01998	11681.t02062
38504	8357.t01994	9637.t01999	11681.t02063
38505	8357.t01995	9637.t02000	11681.t02064
38506	8357.t01996	9637.t02001	11681.t02065
38507	8357.t01997	9637.t02002	11681.t02066
38508	8357.t01999	9637.t02004	11681.t02070
38509	8357.t02000	9637.t02005	11681.t02071
38510	8357.t02001	9637.t02006	11681.t02072
38511	8357.t02002	9637.t02007	11681.t02074
38512	8357.t02003	9637.t02008	11681.t02075
38513	8357.t02004	9637.t02009	11681.t02076
38514	8357.t02005	9637.t02010	11681.t02077
38515	8357.t02006	9637.t02011	11681.t02078
38516	8357.t02007	9637.t02012	11681.t02079
38517	8357.t02008	9637.t02013	
38518	8357.t02009	9637.t02014	11681.t02080
38519	8357.t02010	9637.t02015	11681.t02081
38520	8357.t02011	9637.t02016	11681.t02082
38521	8357.t02012	9637.t02017	
38522	8357.t02013	9637.t02018	11681.t02083
38523	8357.t02014	9637.t02019	11681.t02084
38524	8357.t02015	9637.t02020	11681.t02085
38525	8357.t02016	9637.t02021	11681.t02086
38526	8357.t02018	9637.t02023	11681.t02087
38527	8357.t02019	9637.t02024	11681.t02088
38528	8357.t02020	9637.t02025	11681.t02089
38529	8357.t02021	9637.t02026	11681.t02090
38530	8357.t02022	9637.t02027	11681.t02091
38531	8357.t02023	9637.t02028	11681.t02092
38532	8357.t02024	9637.t02029	11681.t02093
38533	8357.t02025	9637.t02030	
38534	8357.t02026	9637.t02031	11681.t02096
38535	8357.t02027	9637.t02032	11681.t02102
38536	8357.t02028	9637.t02033	11681.t02103
38537	8357.t02029	9637.t02034	
38538	8357.t02030	9637.t02035	
38539	8357.t02031	9637.t02036	11681.t02109
38540	8357.t02032	9637.t02037	11681.t02110
38541	8357.t02033	9637.t02038	11681.t02111
38542	8357.t02034	9637.t03365	11681.t02112
38543	8357.t02035	9637.t02040	11681.t02113
38544	8357.t02036	9637.t02041	11681.t02116
38545	8357.t02037	9637.t02042	
38546	8357.t02038	9637.t02043	11681.t02121
38547	8357.t02039	9637.t02044	11681.t02122
38548	8357.t02040	9637.t02045	11681.t02123
38549	8357.t02041	9637.t02046	11681.t02124
38550	8357.t02042	9637.t02047	11681.t02125
38551	8357.t02043	9637.t02048	11681.t02126
38552	8357.t02044	9637.t02049	11681.t02127
38553	8357.t02045	9637.t02050	11681.t02128
38554	8357.t02046	9637.t02051	11681.t02129
38555	8357.t02047	9637.t02052	11681.t02130
38556	8357.t02048	9637.t02053	11681.t02131
38557	8357.t02049	9637.t02054	11681.t02132
38558	8357.t02050	9637.t02055	11681.t02133
38559	8357.t02051	9637.t02056	11681.t02134
38560	8357.t02052	9637.t02057	
38561	8357.t02053	9637.t02058	11681.t02135
38562	8357.t02054	9637.t02059	11681.t02136
38563	8357.t02055	9637.t02060	11681.t02137
38564	8357.t02056	9637.t02061	11681.t02138
38565	8357.t02057	9637.t02062	11681.t02139
38566	8357.t02058	9637.t02063	11681.t02140
38567	8357.t02059	9637.t02064	11681.t02141
38568	8357.t02060	9637.t02065	11681.t02142
38569	8357.t02061	9637.t02066	11681.t02143
38570	8357.t02062	9637.t02067	11681.t02144
38571	8357.t02063	9637.t02068	11681.t02146
38572	8357.t02064	9637.t02069	11681.t02147
38573	8357.t02065	9637.t02070	11681.t02148
38574	8357.t02066	9637.t02071	11681.t02149
38575	8357.t02067	9637.t02072	
38576	8357.t02068	9637.t02073	11681.t02152
38577	8357.t02069	9637.t02074	11681.t02153
38578	8357.t02070	9637.t02075	11681.t02154
38579	8357.t02071	9637.t02076	11681.t02155
38580	8357.t02072	9637.t02077	11681.t02156
38581	8357.t02073	9637.t02078	11681.t02157
38582	8357.t02074	9637.t02079	11681.t02158
38583	8357.t02075	9637.t02080	11681.t02159
38584	8357.t02076	9637.t02081	11681.t02160
38585	8357.t02077	9637.t02082	11681.t02161
38586	8357.t02078	9637.t02083	11681.t02162
38587	8357.t02079	9637.t02084	11681.t02163
38588	8357.t02080	9637.t02085	11681.t02164
38589	8357.t02081	9637.t02086	11681.t02165
38590	8357.t02082	9637.t02087	11681.t02166
38591	8357.t02083	9637.t02088	11681.t02167
38592	8357.t02084	9637.t02089	11681.t02168
38593	8357.t02085	9637.t02090	11681.t02169
38594	8357.t02086	9637.t02091	11681.t02170
38595	8357.t02087	9637.t02092	11681.t02171
38596	8357.t02088	9637.t02093	11681.t02172
38597	8357.t02089	9637.t02094	11681.t02173
38598	8357.t02090	9637.t02095	11681.t02174
38599	8357.t02091	9637.t02096	11681.t02175
38600	8357.t02092	9637.t02097	11681.t02176
38601	8357.t02093	9637.t02098	11681.t02177
38602	8357.t02094	9637.t02099	11681.t02178
38603	8357.t02095	9637.t02100	11681.t02179
38604	8357.t02096	9637.t02101	11681.t02180
38605	8357.t02097	9637.t02102	11681.t02181
38606	8357.t02098	9637.t02103	11681.t02182
38607	8357.t02099	9637.t02104	11681.t02183
38608	8357.t02100	9637.t02105	11681.t02184
38609	8357.t02101	9637.t02106	11681.t02185
38610	8357.t02102		
38611	8357.t02103		
38612	8357.t02104	9637.t02108	11681.t02187
38613	8357.t02105	9637.t02109	11681.t02188
38614	8357.t02106	9637.t02110	11681.t02189
38615	8357.t02107	9637.t02111	11681.t02190
38616	8357.t02108	9637.t02112	11681.t02191
38617	8357.t02109	9637.t02113	11681.t02192
38618	8357.t02110	9637.t02114	11681.t02193
38619	8357.t02111	9637.t02115	11681.t02194
38620	8357.t02112	9637.t02116	11681.t02195
38621	8357.t02113	9637.t02117	11681.t02196
38622	8357.t02114	9637.t02118	11681.t02197
38623	8357.t02115	9637.t02119	11681.t02198
38624	8357.t02116	9637.t02120	11681.t02199
38625	8357.t02117	9637.t02121	11681.t02200
38626	8357.t02118	9637.t02122	11681.t02201
38627	8357.t02119	9637.t02123	11681.t02202
38628	8357.t02120	9637.t02124	11681.t02203
38629	8357.t02121	9637.t02125	11681.t02204
38630	8357.t02122		
38631	8357.t02123	9637.t02126	11681.t02205
38632	8357.t02124	9637.t02127	11681.t02206
38633	8357.t02125	9637.t02128	11681.t02207
38634	8357.t02126	9637.t02129	11681.t02208
38635	8357.t02127	9637.t02130	11681.t02209
38636	8357.t02128	9637.t02131	11681.t02210
38637	8357.t02129	9637.t02132	11681.t02211
38638	8357.t02130	9637.t02133	11681.t02212
38639	8357.t02131	9637.t02134	11681.t02213
38640	8357.t02132	9637.t02135	11681.t02214
38641	8357.t02133	9637.t02136	11681.t02215
38642	8357.t02134	9637.t02137	11681.t02216
38643	8357.t02135		
38644	8357.t02136	9637.t02138	11681.t02217
38645	8357.t02137	9637.t02139	11681.t02218
38646	8357.t02138	9637.t02140	11681.t02219
38647	8357.t02139	9637.t02141	11681.t02220
38648	8357.t02140	9637.t02142	11681.t02221
38649	8357.t02141	9637.t02143	11681.t02222
38650	8357.t02142	9637.t02144	11681.t02223
38651	8357.t02143	9637.t02145	11681.t02224
38652	8357.t02144	9637.t02146	11681.t02225
38653	8357.t02145	9637.t02147	11681.t02226
38654	8357.t02146	9637.t02148	11681.t02227
38655	8357.t02147	9637.t02149	11681.t02228
38656	8357.t02148	9637.t02150	11681.t02229
38657	8357.t02149	9637.t02151	11681.t02230
38658	8357.t02150	9637.t02152	11681.t02231
38659	8357.t02151	9637.t02153	11681.t02232
38660	8357.t02152	9637.t02154	11681.t02233
38661	8357.t02153	9637.t02155	11681.t02237
38662	8357.t02154	9637.t02156	11681.t02236
38663	8357.t02155	9637.t02157	
38664	8357.t02156	9637.t02158	11681.t02235
38665	8357.t02157	9637.t02159	11681.t02234
38666	8357.t02158	9637.t02160	11681.t02238
38667	8357.t02159	9637.t02161	11681.t02239
38668	8357.t02160	9637.t02162	11681.t02240
38669	8357.t02161	9637.t02163	11681.t02241
38670	8357.t02163	9637.t02165	11681.t02242
38671	8357.t02164	9637.t02166	11681.t02243
38672	8357.t02165	9637.t02167	11681.t02244
38673	8357.t02166	9637.t02168	11681.t02245
38674	8357.t02167	9637.t02169	11681.t02246
38675	8357.t02168	9637.t02170	11681.t02247
38676	8357.t02169	9637.t02171	11681.t02248
38677	8357.t02170	9637.t02172	11681.t02249
38678	8357.t02171	9637.t02173	11681.t02250
38679	8357.t02172	9637.t02174	11681.t02251
38680	8357.t02173	9637.t02175	11681.t02252
38681	8357.t02174	9637.t02176	11681.t02253
38682	8357.t02175	9637.t02177	11681.t02254
38683	8357.t02176	9637.t02178	11681.t02255
38684	8357.t02177	9637.t02179	11681.t02256
38685	8357.t02178	9637.t02180	11681.t02257
38686	8357.t02179	9637.t02181	11681.t02258
38687	8357.t02180	9637.t02182	
38688	8357.t02181	9637.t02183	11681.t02259
38689	8357.t02182	9637.t02184	11681.t02260
38690	8357.t02183	9637.t02185	11681.t02261
38691	8357.t02184	9637.t02186	11681.t02262
38692	8357.t02185	9637.t02187	11681.t02263
38693	8357.t02186	9637.t02188	11681.t02264
38694	8357.t02187	9637.t02189	11681.t02265
38695	8357.t02188	9637.t02190	11681.t02266
38696	8357.t02189	9637.t02191	11681.t02267
38697	8357.t02190	9637.t02192	11681.t02268
38698	8357.t02191	9637.t02193	11681.t02269
38699	8357.t02192	9637.t02194	11681.t02270
38700	8357.t02193	9637.t02195	11681.t02271
38701	8357.t02194	9637.t02196	11681.t02272
38702	8357.t02195	9637.t02197	11681.t02273
38703	8357.t02196	9637.t02198	11681.t02274
38704	8357.t02197	9637.t02199	11681.t02275
38705	8357.t02198	9637.t02200	11681.t02276
38706	8357.t02199	9637.t02201	11681.t02277
38707	8357.t02200	9637.t02202	11681.t02278
38708	8357.t02201	9637.t02203	11681.t02279
38709	8357.t02202	9637.t02204	11681.t02280
38710	8357.t02203	9637.t02205	11681.t02281
38711	8357.t02204	9637.t02206	11681.t02282
38712	8357.t02205	9637.t02207	11681.t02283
38713	8357.t02206	9637.t02208	11681.t02284
38714	8357.t02207	9637.t02209	
38715	8357.t02208	9637.t02210	11681.t02285
38716	8357.t02209	9637.t02211	11681.t02286
